timestamp,vehicle_ids,overlap_ratio,relative_speed,velocities,centers,alert_sent,notes
2025-06-20 17:01:32,"['7', '16']",0.6301555903280092,1.9807363244539478,"[(0.8858122133964212, 0.0), (-0.8858122133964212, 0.8858122133964212)]","[(512, 55), (469, 65)]",False,Automated detection
2025-06-20 17:01:32,"['8', '16']",0.8370892484860518,1.7716244267928425,"[(0.8858122133964212, 0.8858122133964212), (-0.8858122133964212, 0.8858122133964212)]","[(491, 63), (469, 65)]",False,Automated detection
2025-06-20 17:01:33,"['3', '11']",0.335033831772846,2.608130099860565,"[(1.446730278173582, 0.0), (-0.723365139086791, 1.446730278173582)]","[(208, 115), (341, 132)]",False,Automated detection
2025-06-20 17:01:33,"['6', '16']",0.4991714610214303,0.0,"[(-1.446730278173582, 0.723365139086791), (-1.446730278173582, 0.723365139086791)]","[(457, 64), (467, 66)]",False,Automated detection
2025-06-20 17:01:35,"['6', '8']",0.5511013381446399,1.7023512174135391,"[(-1.7023512174135391, 0.8511756087067696), (0.0, 0.8511756087067696)]","[(455, 65), (492, 65)]",False,Automated detection
2025-06-20 17:01:35,"['11', '14']",0.7631113730111962,0.8511756087067696,"[(-0.8511756087067696, 1.7023512174135391), (-1.7023512174135391, 1.7023512174135391)]","[(340, 134), (317, 135)]",False,Automated detection
2025-06-20 17:01:36,"['11', '19']",0.5917662948326747,15.403496406957824,"[(-0.9840932873466132, 3.9363731493864527), (-14.761399310199197, 10.825026160812746)]","[(339, 138), (391, 159)]",False,Automated detection
2025-06-20 17:01:36,"['7', '8']",0.7166624008190428,0.9328117320262165,"[(1.865623464052433, 0.9328117320262165), (1.865623464052433, 1.865623464052433)]","[(517, 58), (495, 67)]",False,Automated detection
2025-06-20 17:01:36,"['14', '19']",0.5217345763066932,3.8460812999594465,"[(-4.664058660131082, 3.731246928104866), (-0.9328117320262165, 4.664058660131082)]","[(310, 141), (391, 160)]",False,Automated detection
2025-06-20 17:01:38,"['3', '14']",0.3374500136508905,1.8097200535369387,"[(0.0, 0.0), (-1.2796653219052512, 1.2796653219052512)]","[(208, 115), (308, 143)]",False,Automated detection
2025-06-20 17:01:38,"['6', '7']",0.45927446954141,1.9194979828578767,"[(-1.2796653219052512, 0.6398326609526256), (0.6398326609526256, 0.6398326609526256)]","[(448, 69), (518, 59)]",False,Automated detection
2025-06-20 17:01:38,"['7', '16']",0.5733374766935985,1.2796653219052512,"[(0.6398326609526256, 0.6398326609526256), (-0.6398326609526256, 0.6398326609526256)]","[(518, 59), (462, 71)]",False,Automated detection
2025-06-20 17:01:38,"['8', '16']",0.778716020821284,1.2796653219052512,"[(0.6398326609526256, 0.6398326609526256), (-0.6398326609526256, 0.6398326609526256)]","[(496, 68), (462, 71)]",False,Automated detection
2025-06-20 17:01:40,"['14', '20']",0.3256358556587311,22.471522398101865,"[(-17.637510645568522, 13.924350509659359), (0.0, 0.0)]","[(287, 160), (442, 197)]",False,Automated detection
2025-06-20 17:01:40,"['19', '20']",0.7490951208918488,31.968777755762407,"[(-13.924350509659359, 28.77699105329601), (0.0, 0.0)]","[(388, 197), (442, 197)]",False,Automated detection
2025-06-20 17:01:41,"['14', '19']",0.43623286555623186,2.712486927241364,"[(-3.4310547254056547, 3.4310547254056547), (-2.573291044054241, 6.004345769459896)]","[(283, 164), (385, 204)]",False,Automated detection
2025-06-20 17:01:43,"['16', '21']",0.9035673986633105,16.880739538335867,"[(-1.964856262958726, 6.876996920355541), (-17.381285185330995, 0.0)]","[(454, 87), (454, 86)]",False,Automated detection
2025-06-20 17:06:31,"['7', '8']",0.7594330205629867,17.080864268718763,"[(-15.07441058079356, 16.581851638872916), (-10.975859569423692, 0.0)]","[(409, 44), (402, 40)]",False,Automated detection
2025-06-20 17:06:34,"['6', '8']",0.3334952803997779,15.320429454654972,"[(-15.879752188880925, 10.275133769275893), (-3.7364122797366885, 0.9341030699341721)]","[(518, 26), (398, 41)]",False,Automated detection
2025-06-20 17:06:35,"['7', '11']",0.5201999885064077,12.97666848490108,"[(-8.307460723651374, 9.968952868381647), (0.0, 0.0)]","[(385, 70), (357, 73)]",False,Automated detection
2025-06-20 17:06:36,"['6', '7']",0.6918259193833307,87.01437091821762,"[(-4.199326394367664, 3.4994386619730533), (79.087313760591, -21.69651970423293)]","[(499, 39), (498, 39)]",False,Automated detection
2025-06-20 17:06:37,"['7', '8']",0.47723935389133626,64.9178531302964,"[(61.63558908666791, -16.219891864912608), (-1.0813261243275072, 0.5406630621637536)]","[(499, 40), (393, 44)]",False,Automated detection
2025-06-20 17:06:38,"['11', '14']",0.7751844601716609,9.23271930896517,"[(-2.536423062118812, 8.877480717415843), (0.0, 0.0)]","[(350, 99), (360, 101)]",False,Automated detection
2025-06-20 17:06:39,"['6', '8']",0.5841826567215168,98.54019803541019,"[(-5.851292520170197, 2.9256462600850983), (92.64546490269478, 5.851292520170197)]","[(483, 48), (486, 50)]",False,Automated detection
2025-06-20 17:06:40,"['3', '11']",0.31057094861260093,2.6052601742167556,"[(1.2281314239626093, 0.6140657119813047), (-0.6140657119813047, 2.4562628479252187)]","[(214, 116), (349, 103)]",False,Automated detection
2025-06-20 17:06:41,"['3', '14']",0.3191358155952963,19.6869552821458,"[(-3.490435804748654, 1.745217902374327), (-22.68783273086625, 6.108262658310145)]","[(210, 118), (340, 112)]",False,Automated detection
2025-06-20 17:06:41,"['6', '7']",0.5883982073619014,7.131692353043448,"[(-4.519711614099592, 2.5826923509140522), (2.5826923509140522, 1.9370192631855392)]","[(475, 53), (503, 50)]",False,Automated detection
2025-06-20 17:06:42,"['7', '8']",0.7534530880984757,2.991504713857946,"[(2.991504713857946, 1.9943364759052973), (0.0, 1.9943364759052973)]","[(504, 50), (483, 56)]",False,Automated detection
2025-06-20 17:06:42,"['8', '16']",0.9248629997970368,1.9943364759052973,"[(0.0, 1.9943364759052973), (0.0, 0.0)]","[(483, 56), (476, 56)]",False,Automated detection
2025-06-20 17:06:43,"['7', '16']",0.7299827808867844,1.2069348009334007,"[(0.8534317821900435, 0.8534317821900435), (0.0, 0.0)]","[(505, 51), (476, 56)]",False,Automated detection
2025-06-20 17:06:43,"['6', '16']",0.5413576725613235,1.8935485326867785,"[(-2.3951704893440056, 1.7963778670080042), (-0.5987926223360014, 1.1975852446720028)]","[(469, 57), (475, 58)]",False,Automated detection
2025-06-20 17:06:43,"['11', '14']",0.7677444647724303,0.8468206475565239,"[(-0.5987926223360014, 2.3951704893440056), (-1.1975852446720028, 1.7963778670080042)]","[(345, 117), (335, 120)]",False,Automated detection
2025-06-20 17:06:44,"['14', '19']",0.6079278702518139,7.7279497896090925,"[(-6.100074302200851, 4.744502235045107), (0.0, 0.0)]","[(328, 125), (396, 133)]",False,Automated detection
2025-06-20 17:06:45,"['11', '19']",0.6328291732393059,1.6665578922775677,"[(-0.8976817561440408, 6.283772293008285), (-2.5601546968475266, 6.400386742118817)]","[(343, 126), (394, 138)]",False,Automated detection
2025-06-20 17:06:46,"['3', '14']",0.3374500136508905,23.832925999675787,"[(1.8159243376404652, -0.9079621688202326), (-16.343319038764186, 14.527394701123722)]","[(208, 115), (308, 143)]",False,Automated detection
2025-06-20 17:06:46,"['6', '8']",0.5290930027772133,19.088811450791358,"[(-12.711470363483256, 7.263697350561861), (6.355735181741628, 6.355735181741628)]","[(448, 69), (496, 68)]",False,Automated detection
2025-06-20 17:06:47,"['7', '8']",0.7095148593064748,0.0,"[(4.942130363336905, 3.953704290669524), (4.942130363336905, 3.953704290669524)]","[(519, 60), (497, 69)]",False,Automated detection
2025-06-20 17:06:47,"['8', '16']",0.7636982416335791,10.872686799341192,"[(4.942130363336905, 3.953704290669524), (-5.930556436004286, 3.953704290669524)]","[(497, 69), (461, 72)]",False,Automated detection
2025-06-20 17:06:48,"['7', '16']",0.5633728788106322,2.0146242702025843,"[(0.9009673634587765, 0.0), (-0.9009673634587765, 0.9009673634587765)]","[(520, 60), (460, 73)]",False,Automated detection
2025-06-20 17:06:50,"['14', '19']",0.4530974141883126,13.972084006871777,"[(-6.839245356857502, 5.595746201065229), (-18.652487336884096, 13.056741135818866)]","[(292, 156), (390, 190)]",False,Automated detection
2025-06-20 17:06:51,"['19', '20']",0.7490951208918488,6.963205722588391,"[(-1.9129397298909603, 6.695289054618361), (0.0, 0.0)]","[(388, 197), (442, 197)]",False,Automated detection
2025-06-20 17:06:51,"['14', '20']",0.31810655242200436,7.72612449111224,"[(-4.999066765480668, 3.9992534123845345), (2.4376403909938213, 6.094100977484554)]","[(285, 162), (444, 202)]",False,Automated detection
2025-06-20 17:07:29,"['7', '8']",0.7594330205629867,17.074501722558388,"[(-15.143313090759422, 16.657644399835362), (-11.393447476862981, 0.0)]","[(409, 44), (402, 40)]",False,Automated detection
